geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
4128,MAOA,0.47,0.77,1.00,NULL,NULL,300,563
4129,MAOB,0.53,0.81,1.00,NULL,NULL,152,290
4133,MAP2,0.54,0.69,1.00,NULL,NULL,126,104
4135,MAP6,0.58,0.77,0.40,NULL,NULL,103,145
4137,MAPT,0.45,0.92,0.01,NULL,NULL,469,2197
4142,MAS1,0.53,0.77,0.00,"G-protein coupled receptor",DTO_02300001,142,132
4143,MAT1A,0.58,0.58,0.00,Enzyme,DTO_05007624,103,113
4148,MATN3,0.64,0.39,0.00,Receptor,DTO_05007575,79,50
4149,MAX,0.55,0.77,0.83,"Transcription factor",DTO_05007542,141,108
4151,MB,0.56,0.73,0.03,NULL,NULL,125,142
4153,MBL2,0.39,0.85,0.00,Receptor,DTO_05007575,563,774
4154,MBNL1,0.65,0.62,0.71,"Nucleic acid binding",DTO_05007557,52,86
4155,MBP,0.51,0.89,0.28,NULL,NULL,184,361
4157,MC1R,0.52,0.81,0.00,"G-protein coupled receptor",DTO_02300001,183,349
4158,MC2R,0.58,0.65,0.00,"G-protein coupled receptor",DTO_02300001,109,118
4159,MC3R,0.70,0.46,0.00,"G-protein coupled receptor",DTO_02300001,33,59
4160,MC4R,0.54,0.69,0.00,"G-protein coupled receptor",DTO_02300001,149,421
4162,MCAM,0.51,0.73,0.00,"Cell adhesion",DTO_05007620,169,175
4163,MCC,0.57,0.73,0.00,NULL,NULL,110,108
4170,MCL1,0.43,0.81,0.96,Signaling,DTO_05007599,375,929
4171,MCM2,0.53,0.73,0.00,Enzyme,DTO_05007624,139,95
4176,MCM7,0.57,0.65,0.00,Enzyme,DTO_05007624,96,72
4179,CD46,0.48,0.81,0.00,NULL,NULL,258,272
4184,SMCP,0.62,0.69,NULL,NULL,NULL,75,65
4192,MDK,0.49,0.81,0.23,Signaling,DTO_05007599,209,209
4193,MDM2,0.36,0.85,1.00,"Nucleic acid binding",DTO_05007557,702,1882
4194,MDM4,0.46,0.81,1.00,"Nucleic acid binding",DTO_05007557,265,414
4199,ME1,0.63,0.62,0.00,Enzyme,DTO_05007624,58,81
4204,MECP2,0.41,0.85,0.89,"Epigenetic regulator",DTO_05007378,664,1180
4205,MEF2A,0.59,0.69,0.99,"Transcription factor",DTO_05007542,99,102
4208,MEF2C,0.52,0.77,0.02,"Transcription factor",DTO_05007542,206,129
4209,MEF2D,0.61,0.50,1.00,"Transcription factor",DTO_05007542,72,58
4210,MEFV,0.44,0.89,0.00,NULL,NULL,410,748
4211,MEIS1,0.58,0.62,1.00,Enzyme,DTO_05007624,104,162
4214,MAP3K1,0.54,0.73,1.00,Kinase,DTO_03300101,136,100
4217,MAP3K5,0.51,0.81,0.52,Kinase,DTO_03300101,170,158
4218,RAB8A,0.61,0.58,0.98,NULL,NULL,69,127
4221,MEN1,0.44,0.81,1.00,NULL,NULL,364,814
4233,MET,0.38,0.85,0.97,Kinase,DTO_03300101,594,1731
4236,MFAP1,0.43,0.85,0.80,"Extracellular structure",DTO_05007621,357,532
4240,MFGE8,0.55,0.81,0.00,Enzyme,DTO_05007624,120,98
4250,SCGB2A2,0.72,0.31,0.00,NULL,NULL,34,56
4254,KITLG,0.47,0.89,0.85,NULL,NULL,249,243
4255,MGMT,0.41,0.89,0.00,NULL,NULL,444,1277
4256,MGP,0.54,0.85,0.00,NULL,NULL,160,135
4261,CIITA,0.54,0.81,0.00,NULL,NULL,149,120
4267,CD99,0.49,0.73,0.00,NULL,NULL,197,200
4277,MICB,0.58,0.73,0.00,NULL,NULL,95,101
4281,MID1,0.62,0.65,0.98,NULL,NULL,77,63
4282,MIF,0.41,0.89,0.01,NULL,NULL,455,489
4283,CXCL9,0.46,0.81,0.00,Signaling,DTO_05007599,269,238
4284,MIP,0.51,0.85,0.03,"Ion channel",DTO_01300327,181,180
4286,MITF,0.50,0.81,0.98,NULL,NULL,244,365
4287,ATXN3,0.52,0.81,0.11,Enzyme,DTO_05007624,207,494
4288,MKI67,0.43,0.81,0.00,NULL,NULL,351,492
4292,MLH1,0.40,0.81,0.00,"Nucleic acid binding",DTO_05007557,526,2275
4297,KMT2A,0.41,0.89,1.00,NULL,NULL,535,1418
4298,MLLT1,0.66,0.35,0.99,"Nucleic acid binding",DTO_05007557,40,63
4299,AFF1,0.66,0.42,0.71,"Transcription factor",DTO_05007542,49,64
4300,MLLT3,0.67,0.50,1.00,"Nucleic acid binding",DTO_05007557,37,50
4303,FOXO4,0.59,0.77,0.81,NULL,NULL,84,58
4306,NR3C2,0.47,0.85,0.84,"Nuclear receptor",DTO_00102000,287,568
4311,MME,0.41,0.81,0.00,Enzyme,DTO_05007624,470,831
4312,MMP1,0.39,0.89,0.00,Enzyme,DTO_05007624,589,988
4313,MMP2,0.33,0.92,0.84,Enzyme,DTO_05007624,1021,2766
4314,MMP3,0.41,0.89,0.00,Enzyme,DTO_05007624,473,729
4316,MMP7,0.45,0.89,0.00,Enzyme,DTO_05007624,320,518
4317,MMP8,0.49,0.81,0.00,Enzyme,DTO_05007624,213,218
4318,MMP9,0.31,0.92,0.00,Enzyme,DTO_05007624,1337,4083
4319,MMP10,0.55,0.81,0.00,Enzyme,DTO_05007624,123,95
4320,MMP11,0.54,0.69,0.00,Enzyme,DTO_05007624,130,128
4321,MMP12,0.48,0.89,NULL,Enzyme,DTO_05007624,216,243
4322,MMP13,0.45,0.92,0.00,Enzyme,DTO_05007624,328,560
4323,MMP14,0.45,0.77,1.00,Enzyme,DTO_05007624,340,563
4331,MNAT1,0.54,0.85,0.00,"Enzyme modulator",DTO_05007584,131,119
4340,MOG,0.55,0.73,0.14,"Enzyme modulator",DTO_05007584,136,464
4342,MOS,0.62,0.50,0.59,Kinase,DTO_03300101,78,62
4345,CD200,0.53,0.77,0.41,NULL,NULL,149,128
4350,MPG,0.60,0.73,0.00,Enzyme,DTO_05007624,74,51
4351,MPI,0.59,0.65,0.00,Enzyme,DTO_05007624,101,95
4352,MPL,0.51,0.69,0.00,Receptor,DTO_05007575,222,452
4353,MPO,0.38,0.92,0.00,Enzyme,DTO_05007624,653,1158
4357,MPST,0.59,0.65,0.00,Enzyme,DTO_05007624,81,51
4358,MPV17,0.60,0.58,0.00,Receptor,DTO_05007575,134,61
4359,MPZ,0.50,0.85,0.27,NULL,NULL,249,590
4360,MRC1,0.41,0.85,0.94,NULL,NULL,431,1279
4361,MRE11,0.53,0.81,0.00,NULL,NULL,171,180
4363,ABCC1,0.45,0.81,0.00,Transporter,DTO_05007405,333,550
4397,MS,0.60,0.69,NULL,NULL,NULL,95,193
4436,MSH2,0.41,0.81,0.90,"Nucleic acid binding",DTO_05007557,490,1646
4437,MSH3,0.47,0.77,0.00,"Nucleic acid binding",DTO_05007557,245,379
4440,MSI1,0.55,0.62,0.99,NULL,NULL,116,96
4477,MSMB,0.50,0.85,0.02,Signaling,DTO_05007599,195,278
4478,MSN,0.53,0.77,1.00,"Cellular structure",DTO_05007530,140,117
4481,MSR1,0.55,0.65,0.00,Enzyme,DTO_05007624,108,126
4482,MSRA,0.61,0.62,0.00,Enzyme,DTO_05007624,89,57
4485,MST1,0.47,0.89,0.00,Enzyme,DTO_05007624,281,333
4486,MST1R,0.54,0.81,0.00,Kinase,DTO_03300101,133,126
4487,MSX1,0.53,0.73,0.17,"Transcription factor",DTO_05007542,180,172
4488,MSX2,0.54,0.77,0.26,"Transcription factor",DTO_05007542,135,109
4489,MT1A,0.54,0.81,0.00,NULL,NULL,128,129
4490,MT1B,0.59,0.73,0.01,NULL,NULL,89,85
4493,MT1E,0.57,0.77,0.03,NULL,NULL,104,110
4495,MT1G,0.60,0.73,0.03,NULL,NULL,64,66
4498,MT1JP,0.59,0.73,NULL,NULL,NULL,76,172
4501,MT1X,0.62,0.69,0.00,NULL,NULL,55,50
4502,MT2A,0.55,0.81,0.00,NULL,NULL,117,101
4504,MT3,0.58,0.62,0.06,NULL,NULL,108,65
4507,MTAP,0.51,0.73,0.00,Enzyme,DTO_05007624,167,137
4508,ATP6,0.54,0.73,NULL,Transporter,DTO_05007405,226,121
4512,COX1,0.44,0.89,NULL,Enzyme,DTO_05007624,421,311
4513,COX2,0.35,0.96,NULL,Enzyme,DTO_05007624,875,1963
4519,CYTB,0.53,0.81,NULL,NULL,NULL,166,165
4521,NUDT1,0.60,0.77,0.00,Enzyme,DTO_05007624,73,76
4522,MTHFD1,0.55,0.77,0.00,Enzyme,DTO_05007624,121,91
4524,MTHFR,0.34,0.89,0.00,NULL,NULL,985,2855
4534,MTM1,0.57,0.73,1.00,Enzyme,DTO_05007624,125,131
4535,ND1,0.52,0.77,NULL,Enzyme,DTO_05007624,260,94
4538,ND4,0.55,0.77,NULL,Enzyme,DTO_05007624,214,68
4540,ND5,0.53,0.77,NULL,Enzyme,DTO_05007624,241,66
4541,ND6,0.54,0.81,NULL,NULL,NULL,224,62
4543,MTNR1A,0.59,0.81,0.00,"G-protein coupled receptor",DTO_02300001,79,72
4544,MTNR1B,0.59,0.73,0.00,"G-protein coupled receptor",DTO_02300001,93,175
4547,MTTP,0.51,0.85,0.00,Transporter,DTO_05007405,209,579
4548,MTR,0.48,0.81,0.00,NULL,NULL,245,289
4549,RNR1,0.63,0.77,NULL,NULL,NULL,75,54
4550,RNR2,0.60,0.69,NULL,NULL,NULL,76,74
4552,MTRR,0.50,0.81,0.00,NULL,NULL,207,235
4567,TRNL1,0.53,0.73,NULL,NULL,NULL,234,57
4580,MTX1,0.55,0.73,0.01,NULL,NULL,124,141
4582,MUC1,0.38,0.89,0.02,NULL,NULL,594,1271
4583,MUC2,0.49,0.81,0.00,"Enzyme modulator",DTO_05007584,225,323
4585,MUC4,0.51,0.77,0.00,NULL,NULL,183,223
4586,MUC5AC,0.48,0.81,0.00,"Enzyme modulator",DTO_05007584,224,370
4588,MUC6,0.56,0.62,0.00,"Enzyme modulator",DTO_05007584,105,101
4593,MUSK,0.57,0.77,0.00,Kinase,DTO_03300101,146,55
4594,MMUT,0.53,0.73,0.00,Enzyme,DTO_05007624,147,197
4595,MUTYH,0.52,0.77,0.00,Enzyme,DTO_05007624,156,401
4597,MVD,0.57,0.77,0.00,NULL,NULL,101,84
4598,MVK,0.58,0.73,0.17,Kinase,DTO_03300101,139,119
4599,MX1,0.60,0.73,0.00,"Enzyme modulator",DTO_05007584,71,89
4601,MXI1,0.55,0.62,0.00,"Transcription factor",DTO_05007542,128,114
4602,MYB,0.49,0.69,0.82,NULL,NULL,206,301
4605,MYBL2,0.59,0.54,0.12,NULL,NULL,80,76
4607,MYBPC3,0.59,0.39,0.00,NULL,NULL,100,392
4609,MYC,0.34,0.92,1.00,"Transcription factor",DTO_05007542,821,3134
4610,MYCL,0.60,0.73,0.12,"Transcription factor",DTO_05007542,79,103
4613,MYCN,0.45,0.81,0.89,"Transcription factor",DTO_05007542,314,1344
4615,MYD88,0.41,0.92,0.12,"Enzyme modulator",DTO_05007584,480,645
4616,GADD45B,0.59,0.77,0.21,NULL,NULL,76,51
4620,MYH2,0.62,0.73,0.00,NULL,NULL,77,70
4624,MYH6,0.58,0.62,0.00,NULL,NULL,104,114
4625,MYH7,0.52,0.69,0.00,NULL,NULL,257,540
4627,MYH9,0.51,0.81,1.00,NULL,NULL,196,225
4629,MYH11,0.53,0.73,0.77,NULL,NULL,161,207
4633,MYL2,0.60,0.62,0.00,"Calcium-binding protein",DTO_05007616,104,83
4638,MYLK,0.51,0.85,0.00,Kinase,DTO_03300101,199,114
4646,MYO6,0.63,0.73,0.00,"Cellular structure",DTO_05007530,66,68
4647,MYO7A,0.59,0.42,0.00,"Cellular structure",DTO_05007530,104,196
4650,MYO9B,0.64,0.62,1.00,NULL,NULL,65,58
4653,MYOC,0.60,0.50,0.00,"Cellular structure",DTO_05007530,79,320
4654,MYOD1,0.57,0.65,0.15,"Transcription factor",DTO_05007542,106,86
4656,MYOG,0.62,0.62,0.90,"Transcription factor",DTO_05007542,56,69
4665,NAB2,0.64,0.58,0.57,NULL,NULL,65,62
4669,NAGLU,0.55,0.77,0.00,NULL,NULL,152,136
4671,NAIP,0.64,0.65,0.00,NULL,NULL,53,86
4673,NAP1L1,0.65,0.69,1.00,"Enzyme modulator",DTO_05007584,53,74
4677,NARS1,0.72,0.42,0.00,Enzyme,DTO_05007624,38,95
4680,CEACAM6,0.56,0.73,0.00,NULL,NULL,110,88
4683,NBN,0.47,0.81,0.00,"Nucleic acid binding",DTO_05007557,291,372
4684,NCAM1,0.42,0.89,1.00,NULL,NULL,445,641
4688,NCF2,0.60,0.69,0.00,Enzyme,DTO_05007624,90,77
4691,NCL,0.51,0.81,1.00,"Nucleic acid binding",DTO_05007557,167,202
4692,NDN,0.58,0.65,0.67,"Nucleic acid binding",DTO_05007557,124,60
4693,NDP,0.57,0.69,0.65,NULL,NULL,142,104
4703,NEB,0.61,0.69,0.00,NULL,NULL,148,101
4724,NDUFS4,0.59,0.81,0.00,NULL,NULL,137,75
4734,NEDD4,0.57,0.85,0.00,Enzyme,DTO_05007624,101,91
4738,NEDD8,0.58,0.69,0.85,"Nucleic acid binding",DTO_05007557,88,78
4739,NEDD9,0.55,0.77,0.13,NULL,NULL,113,120
4744,NEFH,0.59,0.77,0.00,NULL,NULL,120,68
4745,NELL1,0.54,0.73,0.00,"Calcium-binding protein",DTO_05007616,122,95
4747,NEFL,0.49,0.77,NULL,NULL,NULL,247,347
4751,NEK2,0.57,0.69,0.00,Kinase,DTO_03300101,103,81
4758,NEU1,0.51,0.77,0.00,Enzyme,DTO_05007624,207,223
4760,NEUROD1,0.54,0.81,0.77,Enzyme,DTO_05007624,135,149
4763,NF1,0.44,0.89,0.90,"Enzyme modulator",DTO_05007584,380,886
4771,NF2,0.47,0.89,1.00,NULL,NULL,312,573
4772,NFATC1,0.52,0.73,0.16,"Transcription factor",DTO_05007542,161,153
4773,NFATC2,0.53,0.73,1.00,"Transcription factor",DTO_05007542,154,137
4774,NFIA,0.60,0.81,1.00,"Nucleic acid binding",DTO_05007557,95,56
4778,NFE2,0.63,0.58,0.67,Enzyme,DTO_05007624,57,51
4780,NFE2L2,0.36,0.89,0.00,Enzyme,DTO_05007624,823,2165
4781,NFIB,0.57,0.65,1.00,"Nucleic acid binding",DTO_05007557,102,115
4782,NFIC,0.63,0.65,0.09,"Nucleic acid binding",DTO_05007557,63,58
4784,NFIX,0.55,0.77,1.00,"Nucleic acid binding",DTO_05007557,183,56
4790,NFKB1,0.40,0.92,1.00,"Transcription factor",DTO_05007542,551,944
4791,NFKB2,0.51,0.81,1.00,"Transcription factor",DTO_05007542,194,111
4792,NFKBIA,0.49,0.89,0.99,NULL,NULL,226,183
4803,NGF,0.39,0.89,0.82,Signaling,DTO_05007599,616,949
4804,NGFR,0.48,0.85,0.10,Receptor,DTO_05007575,256,271
4807,NHLH1,0.69,0.54,0.26,"Transcription factor",DTO_05007542,33,77
4810,NHS,0.47,0.85,1.00,NULL,NULL,295,334
4827,NM,0.47,0.81,NULL,NULL,NULL,250,316
4830,NME1,0.44,0.81,0.00,Kinase,DTO_03300101,329,542
4831,NME2,0.57,0.73,0.00,Kinase,DTO_03300101,95,91
4837,NNMT,0.56,0.65,0.00,Enzyme,DTO_05007624,103,79
4842,NOS1,0.41,0.89,1.00,NULL,NULL,521,589
4843,NOS2,0.36,0.92,0.00,NULL,NULL,783,974
4846,NOS3,0.38,0.89,0.00,NULL,NULL,706,1629
4851,NOTCH1,0.37,0.89,1.00,NULL,NULL,693,1392
4852,NPY,0.45,0.85,0.14,Signaling,DTO_05007599,381,486
4853,NOTCH2,0.44,0.81,1.00,NULL,NULL,384,280
4854,NOTCH3,0.44,0.81,0.41,NULL,NULL,418,579
4855,NOTCH4,0.53,0.73,0.00,NULL,NULL,150,185
4856,CCN3,0.55,0.62,0.01,Signaling,DTO_05007599,117,96
4860,PNP,0.53,0.89,0.00,Enzyme,DTO_05007624,161,115
4862,NPAS2,0.60,0.65,1.00,NULL,NULL,82,65
4864,NPC1,0.52,0.69,0.00,Transporter,DTO_05007405,220,470
4867,NPHP1,0.57,0.73,0.00,NULL,NULL,126,79
4868,NPHS1,0.60,0.62,0.00,NULL,NULL,87,158
4869,NPM1,0.46,0.85,1.00,Chaperone,DTO_05007613,283,867
4878,NPPA,0.51,0.77,0.00,NULL,NULL,217,224
4879,NPPB,0.51,0.81,0.00,NULL,NULL,193,322
4880,NPPC,0.57,0.77,0.06,Signaling,DTO_05007599,106,84
4881,NPR1,0.61,0.65,0.00,Kinase,DTO_03300101,81,52
4882,NPR2,0.57,0.62,0.00,Kinase,DTO_03300101,122,106
4883,NPR3,0.63,0.62,0.00,NULL,NULL,83,74
4885,NPTX2,0.62,0.62,0.03,NULL,NULL,67,56
4887,NPY2R,0.61,0.58,0.04,"G-protein coupled receptor",DTO_02300001,68,60
4891,SLC11A2,0.57,0.77,0.01,Transporter,DTO_05007405,99,126
4893,NRAS,0.39,0.81,0.49,"Enzyme modulator",DTO_05007584,611,1113
4899,NRF1,0.60,0.81,1.00,NULL,NULL,74,72
4900,NRGN,0.61,0.62,0.48,NULL,NULL,69,89
4904,YBX1,0.52,0.77,0.95,NULL,NULL,148,173
4907,NT5E,0.44,0.89,0.00,Enzyme,DTO_05007624,376,367
4908,NTF3,0.52,0.81,0.93,Signaling,DTO_05007599,170,143
4914,NTRK1,0.42,0.81,0.00,Kinase,DTO_03300101,443,706
4915,NTRK2,0.48,0.81,1.00,Kinase,DTO_03300101,284,211
4916,NTRK3,0.52,0.69,1.00,Kinase,DTO_03300101,150,193
4919,ROR1,0.55,0.73,1.00,Kinase,DTO_03300101,109,91
4920,ROR2,0.50,0.73,0.00,Kinase,DTO_03300101,250,95
4921,DDR2,0.54,0.77,0.55,Kinase,DTO_03300101,147,93
4922,NTS,0.52,0.77,0.00,NULL,NULL,184,180
4923,NTSR1,0.56,0.69,0.00,"G-protein coupled receptor",DTO_02300001,124,119
4925,NUCB2,0.54,0.73,0.00,"Calcium-binding protein",DTO_05007616,140,127
4928,NUP98,0.53,0.58,1.00,Enzyme,DTO_05007624,129,222
4929,NR4A2,0.53,0.85,1.00,"Nuclear receptor",DTO_00102000,166,175
4935,GPR143,0.66,0.39,0.93,"G-protein coupled receptor",DTO_02300001,47,58
4938,OAS1,0.63,0.65,0.00,Enzyme,DTO_05007624,72,68
4940,OAS3,0.61,0.62,0.00,Enzyme,DTO_05007624,72,56
4942,OAT,0.59,0.73,0.00,Enzyme,DTO_05007624,92,103
4948,OCA2,0.54,0.81,0.00,NULL,NULL,141,199
4952,OCRL,0.55,0.73,1.00,Enzyme,DTO_05007624,184,107
4953,ODC1,0.51,0.73,0.17,Enzyme,DTO_05007624,184,229
4968,OGG1,0.45,0.81,0.00,NULL,NULL,313,483
4973,OLR1,0.54,0.77,0.01,NULL,NULL,133,179
4976,OPA1,0.51,0.85,0.99,"Enzyme modulator",DTO_05007584,236,315
4982,TNFRSF11B,0.42,0.81,0.16,NULL,NULL,443,741
4985,OPRD1,0.60,0.73,0.00,"G-protein coupled receptor",DTO_02300001,92,93
4986,OPRK1,0.56,0.62,0.00,"G-protein coupled receptor",DTO_02300001,156,167
4987,OPRL1,0.63,0.46,0.48,"G-protein coupled receptor",DTO_02300001,76,73
4988,OPRM1,0.46,0.81,0.00,"G-protein coupled receptor",DTO_02300001,370,624
5002,SLC22A18,0.60,0.69,0.00,Transporter,DTO_05007405,76,52
5004,ORM1,0.61,0.73,0.00,NULL,NULL,67,53
5008,OSM,0.51,0.77,0.59,Signaling,DTO_05007599,188,180
5009,OTC,0.57,0.85,0.87,NULL,NULL,135,264
5015,OTX2,0.51,0.81,0.92,"Transcription factor",DTO_05007542,200,100
5018,OXA1L,0.59,0.73,0.00,Transporter,DTO_05007405,75,66
5020,OXT,0.62,0.42,0.71,Signaling,DTO_05007599,135,76
5021,OXTR,0.54,0.77,0.00,"G-protein coupled receptor",DTO_02300001,144,214
5023,P2RX1,0.58,0.81,0.00,"Ion channel",DTO_01300327,94,83
5024,P2RX3,0.57,0.77,0.00,"Ion channel",DTO_01300327,125,131
5025,P2RX4,0.55,0.81,0.00,"Ion channel",DTO_01300327,138,138
5026,P2RX5,0.55,0.77,0.00,"Ion channel",DTO_01300327,132,116
5027,P2RX7,0.45,0.81,0.00,"Ion channel",DTO_01300327,337,457
5028,P2RY1,0.55,0.77,0.52,"G-protein coupled receptor",DTO_02300001,126,111
5029,P2RY2,0.54,0.81,0.08,"G-protein coupled receptor",DTO_02300001,136,121
5034,P4HB,0.49,0.81,1.00,NULL,NULL,222,188
5037,PEBP1,0.50,0.81,0.09,"Enzyme modulator",DTO_05007584,181,183
5045,FURIN,0.61,0.77,1.00,Enzyme,DTO_05007624,80,85
5047,PAEP,0.43,0.85,0.00,Enzyme,DTO_05007624,397,951
5048,PAFAH1B1,0.50,0.77,1.00,NULL,NULL,219,232
5052,PRDX1,0.49,0.85,0.00,Enzyme,DTO_05007624,237,156
5053,PAH,0.52,0.77,0.00,NULL,NULL,219,813
5054,SERPINE1,0.36,0.89,0.04,"Enzyme modulator",DTO_05007584,770,1549
5055,SERPINB2,0.50,0.81,0.00,"Enzyme modulator",DTO_05007584,183,171
5058,PAK1,0.49,0.81,0.00,Kinase,DTO_03300101,221,223
5063,PAK3,0.57,0.73,0.99,Kinase,DTO_03300101,134,65
5066,PAM,0.54,0.69,0.00,Enzyme,DTO_05007624,155,108
5067,CNTN3,0.61,0.65,0.00,NULL,NULL,77,88
5068,REG3A,0.52,0.77,0.00,NULL,NULL,148,145
5069,PAPPA,0.56,0.69,0.16,NULL,NULL,125,150
5071,PRKN,0.43,0.85,0.00,Enzyme,DTO_05007624,409,1091
5074,PAWR,0.54,0.85,0.09,NULL,NULL,133,121
5075,PAX1,0.59,0.65,0.70,NULL,NULL,89,51
5076,PAX2,0.50,0.73,0.67,NULL,NULL,216,189
5077,PAX3,0.48,0.77,0.24,NULL,NULL,257,421
5079,PAX5,0.49,0.65,1.00,NULL,NULL,199,236
5080,PAX6,0.45,0.77,1.00,NULL,NULL,340,424
5081,PAX7,0.60,0.54,0.14,NULL,NULL,78,119
5083,PAX9,0.64,0.54,0.31,NULL,NULL,53,104
5087,PBX1,0.53,0.85,1.00,"Transcription factor",DTO_05007542,167,186
5091,PC,0.52,0.81,0.01,Enzyme,DTO_05007624,183,187
5095,PCCA,0.68,0.54,0.00,Enzyme,DTO_05007624,57,57
5096,PCCB,0.70,0.58,0.00,Enzyme,DTO_05007624,57,70
5104,SERPINA5,0.51,0.81,0.00,"Enzyme modulator",DTO_05007584,185,334
5105,PCK1,0.61,0.54,0.00,Kinase,DTO_03300101,73,64
5111,PCNA,0.38,0.85,0.98,"Nucleic acid binding",DTO_05007557,581,1076
5116,PCNT,0.56,0.81,0.00,NULL,NULL,156,63
5122,PCSK1,0.55,0.62,0.00,Enzyme,DTO_05007624,140,136
5130,PCYT1A,0.49,0.89,0.00,NULL,NULL,256,190
5132,PDC,0.58,0.73,0.00,NULL,NULL,95,68
5133,PDCD1,0.40,0.85,0.42,NULL,NULL,497,1180
5141,PDE4A,0.52,0.85,0.98,NULL,NULL,168,208
5142,PDE4B,0.57,0.73,0.47,NULL,NULL,108,90
5144,PDE4D,0.52,0.85,1.00,NULL,NULL,210,174
5154,PDGFA,0.53,0.73,0.81,Signaling,DTO_05007599,135,117
5155,PDGFB,0.49,0.85,0.77,Signaling,DTO_05007599,301,226
5156,PDGFRA,0.42,0.81,1.00,Kinase,DTO_03300101,452,946
5158,PDE6B,0.63,0.35,0.00,NULL,NULL,64,55
5159,PDGFRB,0.42,0.85,0.90,Kinase,DTO_03300101,492,481
5160,PDHA1,0.58,0.54,0.99,NULL,NULL,129,81
5163,PDK1,0.51,0.81,0.00,Kinase,DTO_03300101,164,189
5166,PDK4,0.58,0.58,0.00,Kinase,DTO_03300101,85,63
5167,ENPP1,0.50,0.81,0.00,Enzyme,DTO_05007624,247,213
5168,ENPP2,0.58,0.77,0.00,Enzyme,DTO_05007624,95,72
5170,PDPK1,0.59,0.81,0.98,Kinase,DTO_03300101,77,74
5171,PDR,0.59,0.69,NULL,NULL,NULL,81,103
5172,SLC26A4,0.51,0.89,0.00,Transporter,DTO_05007405,194,399
5173,PDYN,0.54,0.58,0.00,Signaling,DTO_05007599,197,130
5175,PECAM1,0.43,0.85,NULL,"Cell adhesion",DTO_05007620,396,726
5176,SERPINF1,0.46,0.85,0.00,"Enzyme modulator",DTO_05007584,294,321
5179,PENK,0.56,0.81,0.00,Signaling,DTO_05007599,124,103
5184,PEPD,0.62,0.77,0.00,Enzyme,DTO_05007624,113,60
5187,PER1,0.56,0.73,0.00,"Transcription factor",DTO_05007542,111,90
5189,PEX1,0.54,0.77,0.00,NULL,NULL,235,60
5196,PF4,0.52,0.85,0.04,Signaling,DTO_05007599,158,185
5199,CFP,0.57,0.69,0.69,NULL,NULL,108,141
5205,ATP8B1,0.61,0.50,0.00,Transporter,DTO_05007405,70,113
5209,PFKFB3,0.56,0.81,0.25,Kinase,DTO_03300101,104,99
5216,PFN1,0.57,0.77,0.73,NULL,NULL,119,98
5225,PGC,0.60,0.69,0.00,Enzyme,DTO_05007624,83,99
5226,PGD,0.58,0.77,0.99,Enzyme,DTO_05007624,86,63
5228,PGF,0.46,0.85,0.13,Signaling,DTO_05007599,288,342
5230,PGK1,0.54,0.77,0.77,Kinase,DTO_03300101,144,103
5236,PGM1,0.63,0.58,0.00,NULL,NULL,72,53
5241,PGR,0.43,0.89,0.05,"Nuclear receptor",DTO_00102000,392,1879
5243,ABCB1,0.34,0.89,0.00,Transporter,DTO_05007405,933,3013
5244,ABCB4,0.53,0.62,0.00,Transporter,DTO_05007405,157,217
5245,PHB,0.51,0.85,0.76,NULL,NULL,177,150
5250,SLC25A3,0.57,0.69,0.07,Transporter,DTO_05007405,112,86
5251,PHEX,0.55,0.81,1.00,Enzyme,DTO_05007624,142,223
5265,SERPINA1,0.41,0.92,0.00,"Enzyme modulator",DTO_05007584,482,935
5266,PI3,0.57,0.69,0.17,"Enzyme modulator",DTO_05007584,92,76
5268,SERPINB5,0.58,0.58,0.00,"Enzyme modulator",DTO_05007584,87,110
5269,SERPINB6,0.55,0.77,0.00,"Enzyme modulator",DTO_05007584,128,143
5270,SERPINE2,0.59,0.69,0.73,"Enzyme modulator",DTO_05007584,87,80
5277,PIGA,0.58,0.65,0.96,NULL,NULL,140,160
5290,PIK3CA,0.29,0.92,1.00,Kinase,DTO_03300101,1511,6773
5291,PIK3CB,0.32,0.89,1.00,Kinase,DTO_03300101,1083,5581
5292,PIM1,0.48,0.77,0.85,Kinase,DTO_03300101,224,271
5293,PIK3CD,0.32,0.89,1.00,Kinase,DTO_03300101,1119,5695
5294,PIK3CG,0.32,0.89,0.00,Kinase,DTO_03300101,1101,5649
5295,PIK3R1,0.48,0.89,1.00,Kinase,DTO_03300101,285,237
5296,PIK3R2,0.55,0.81,0.02,"Enzyme modulator",DTO_05007584,120,86
5300,PIN1,0.49,0.77,0.74,NULL,NULL,212,279
5304,PIP,0.56,0.81,0.00,NULL,NULL,109,109
5307,PITX1,0.56,0.65,0.88,NULL,NULL,109,93
5308,PITX2,0.49,0.81,0.98,NULL,NULL,248,280
5309,PITX3,0.59,0.69,0.81,NULL,NULL,93,71
5310,PKD1,0.49,0.77,1.00,NULL,NULL,217,640
5311,PKD2,0.55,0.73,0.00,"Ion channel",DTO_01300327,122,438
5313,PKLR,0.60,0.62,0.00,Kinase,DTO_03300101,79,84
5314,PKHD1,0.58,0.65,0.00,NULL,NULL,115,169
5315,PKM,0.48,0.81,0.85,Kinase,DTO_03300101,237,416
5318,PKP2,0.61,0.54,0.00,"Cellular structure",DTO_05007530,82,169
